"Date","cellLine","well","rel.time","cell.count","Drug","Conc","Units","UID","nl2","norm.cell"
"3/14/15","A2058","B02",0,120,"control",0,"M","A2058_B02",0,100
"3/14/15","A2058","B02",18,216,"control",0,"M","A2058_B02",0.84799690655495,180
"3/14/15","A2058","B02",43,470,"control",0,"M","A2058_B02",1.96962635095648,392
"3/14/15","A2058","B02",50,611,"control",0,"M","A2058_B02",2.34813797421021,509
"3/14/15","A2058","B02",61,783,"control",0,"M","A2058_B02",2.70597790168252,652
"3/14/15","A2058","B02",67,1051,"control",0,"M","A2058_B02",3.13065635835366,876
"3/14/15","A2058","B02",85,1750,"control",0,"M","A2058_B02",3.86624861111117,1458
"3/14/15","A2058","B02",96,2272,"control",0,"M","A2058_B02",4.24285652389616,1893
"3/14/15","A2058","B02",115,4416,"control",0,"M","A2058_B02",5.20163386116965,3680
"3/14/15","A2058","B03",0,107,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",0,100
"3/14/15","A2058","B03",18,202,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",0.916744496350647,189
"3/14/15","A2058","B03",43,412,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",1.94503354078207,385
"3/14/15","A2058","B03",50,513,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",2.26134802920591,479
"3/14/15","A2058","B03",61,713,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",2.73629128004274,666
"3/14/15","A2058","B03",67,849,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",2.98815375715189,793
"3/14/15","A2058","B03",85,1520,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",3.8283886219298,1421
"3/14/15","A2058","B03",96,2139,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",4.3212537807639,1999
"3/14/15","A2058","B03",115,3636,"PLX4720 (nM)",1.25e-07,"M","A2058_B03",5.08666949779296,3398
"3/14/15","A2058","B04",0,147,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",0,100
"3/14/15","A2058","B04",18,253,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",0.783321229857946,172
"3/14/15","A2058","B04",43,556,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",1.91926872788714,378
"3/14/15","A2058","B04",50,690,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",2.23078020682917,469
"3/14/15","A2058","B04",61,995,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",2.75888037059465,677
"3/14/15","A2058","B04",67,1286,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",3.12900258249158,875
"3/14/15","A2058","B04",85,2176,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",3.88779049641397,1480
"3/14/15","A2058","B04",96,3215,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",4.45093067737894,2187
"3/14/15","A2058","B04",115,5236,"PLX4720 (nM)",2.5e-07,"M","A2058_B04",5.15457703710888,3562
"3/14/15","A2058","B05",0,163,"PLX4720 (nM)",5e-07,"M","A2058_B05",0,100
"3/14/15","A2058","B05",18,258,"PLX4720 (nM)",5e-07,"M","A2058_B05",0.662499101192177,158
"3/14/15","A2058","B05",43,548,"PLX4720 (nM)",5e-07,"M","A2058_B05",1.74930392872945,336
"3/14/15","A2058","B05",50,658,"PLX4720 (nM)",5e-07,"M","A2058_B05",2.01321561950416,404
"3/14/15","A2058","B05",61,918,"PLX4720 (nM)",5e-07,"M","A2058_B05",2.49362218918273,563
"3/14/15","A2058","B05",67,997,"PLX4720 (nM)",5e-07,"M","A2058_B05",2.61272154016712,612
"3/14/15","A2058","B05",85,1576,"PLX4720 (nM)",5e-07,"M","A2058_B05",3.2733236652253,967
"3/14/15","A2058","B05",96,2510,"PLX4720 (nM)",5e-07,"M","A2058_B05",3.94474349460706,1540
"3/14/15","A2058","B05",115,3973,"PLX4720 (nM)",5e-07,"M","A2058_B05",4.60728492385702,2437
"3/14/15","A2058","B06",0,96,"PLX4720 (nM)",1e-06,"M","A2058_B06",0,100
"3/14/15","A2058","B06",18,173,"PLX4720 (nM)",1e-06,"M","A2058_B06",0.849665726915569,180
"3/14/15","A2058","B06",43,319,"PLX4720 (nM)",1e-06,"M","A2058_B06",1.73245011304371,332
"3/14/15","A2058","B06",50,428,"PLX4720 (nM)",1e-06,"M","A2058_B06",2.15650448567999,446
"3/14/15","A2058","B06",61,611,"PLX4720 (nM)",1e-06,"M","A2058_B06",2.67006606909757,636
"3/14/15","A2058","B06",67,754,"PLX4720 (nM)",1e-06,"M","A2058_B06",2.97345821254751,785
"3/14/15","A2058","B06",85,1211,"PLX4720 (nM)",1e-06,"M","A2058_B06",3.65702064897317,1261
"3/14/15","A2058","B06",96,1671,"PLX4720 (nM)",1e-06,"M","A2058_B06",4.12153351734003,1741
"3/14/15","A2058","B06",115,2755,"PLX4720 (nM)",1e-06,"M","A2058_B06",4.84287410273736,2870
"3/14/15","A2058","B07",0,206,"PLX4720 (nM)",2e-06,"M","A2058_B07",0,100
"3/14/15","A2058","B07",18,357,"PLX4720 (nM)",2e-06,"M","A2058_B07",0.79327973684588,173
"3/14/15","A2058","B07",43,741,"PLX4720 (nM)",2e-06,"M","A2058_B07",1.84682920512262,360
"3/14/15","A2058","B07",50,894,"PLX4720 (nM)",2e-06,"M","A2058_B07",2.1176304940001,434
"3/14/15","A2058","B07",61,1302,"PLX4720 (nM)",2e-06,"M","A2058_B07",2.66001320598242,632
"3/14/15","A2058","B07",67,1435,"PLX4720 (nM)",2e-06,"M","A2058_B07",2.80033449437983,697
"3/14/15","A2058","B07",85,2419,"PLX4720 (nM)",2e-06,"M","A2058_B07",3.55369452679671,1174
"3/14/15","A2058","B07",96,3112,"PLX4720 (nM)",2e-06,"M","A2058_B07",3.91712581780297,1511
"3/14/15","A2058","B07",115,4980,"PLX4720 (nM)",2e-06,"M","A2058_B07",4.59542949977222,2417
"3/14/15","A2058","B08",0,160,"PLX4720 (nM)",4e-06,"M","A2058_B08",0,100
"3/14/15","A2058","B08",18,304,"PLX4720 (nM)",4e-06,"M","A2058_B08",0.925999418556223,190
"3/14/15","A2058","B08",43,579,"PLX4720 (nM)",4e-06,"M","A2058_B08",1.85549144310187,362
"3/14/15","A2058","B08",50,672,"PLX4720 (nM)",4e-06,"M","A2058_B08",2.0703893278914,420
"3/14/15","A2058","B08",61,973,"PLX4720 (nM)",4e-06,"M","A2058_B08",2.60436789989375,608
"3/14/15","A2058","B08",67,1090,"PLX4720 (nM)",4e-06,"M","A2058_B08",2.76818432477693,681
"3/14/15","A2058","B08",85,1738,"PLX4720 (nM)",4e-06,"M","A2058_B08",3.44128427192704,1086
"3/14/15","A2058","B08",96,2351,"PLX4720 (nM)",4e-06,"M","A2058_B08",3.87713072876566,1469
"3/14/15","A2058","B08",115,3664,"PLX4720 (nM)",4e-06,"M","A2058_B08",4.51727569320958,2290
"3/14/15","A2058","B09",0,122,"PLX4720 (nM)",8e-06,"M","A2058_B09",0,100
"3/14/15","A2058","B09",18,193,"PLX4720 (nM)",8e-06,"M","A2058_B09",0.661719699705194,158
"3/14/15","A2058","B09",43,364,"PLX4720 (nM)",8e-06,"M","A2058_B09",1.57705730263581,298
"3/14/15","A2058","B09",50,412,"PLX4720 (nM)",8e-06,"M","A2058_B09",1.75576318962033,338
"3/14/15","A2058","B09",61,572,"PLX4720 (nM)",8e-06,"M","A2058_B09",2.2291339992155,469
"3/14/15","A2058","B09",67,606,"PLX4720 (nM)",8e-06,"M","A2058_B09",2.31243664591006,497
"3/14/15","A2058","B09",85,983,"PLX4720 (nM)",8e-06,"M","A2058_B09",3.01031026877769,806
"3/14/15","A2058","B09",96,1306,"PLX4720 (nM)",8e-06,"M","A2058_B09",3.42020184398354,1070
"3/14/15","A2058","B09",115,2019,"PLX4720 (nM)",8e-06,"M","A2058_B09",4.04868785776859,1655
"3/14/15","A2058","B10",0,130,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",0,100
"3/14/15","A2058","B10",18,196,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",0.592342031086754,151
"3/14/15","A2058","B10",43,329,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",1.33957596070679,253
"3/14/15","A2058","B10",50,372,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",1.51679099807958,286
"3/14/15","A2058","B10",61,414,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",1.67111914447087,318
"3/14/15","A2058","B10",67,509,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",1.96915403304724,392
"3/14/15","A2058","B10",85,685,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",2.39759236481943,527
"3/14/15","A2058","B10",96,903,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",2.7962143644524,695
"3/14/15","A2058","B10",115,1237,"PLX4720 (nM)",1.6e-05,"M","A2058_B10",3.25026197194792,952
"3/14/15","A2058","B11",0,119,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",0,100
"3/14/15","A2058","B11",18,178,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",0.580915667658454,150
"3/14/15","A2058","B11",43,278,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",1.22412330941556,234
"3/14/15","A2058","B11",50,320,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",1.42711033157942,269
"3/14/15","A2058","B11",61,397,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",1.73817743383501,334
"3/14/15","A2058","B11",67,418,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",1.81254136877294,351
"3/14/15","A2058","B11",85,549,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",2.20584457569726,461
"3/14/15","A2058","B11",96,720,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",2.59703533302173,605
"3/14/15","A2058","B11",115,923,"PLX4720 (nM)",3.2e-05,"M","A2058_B11",2.95536907433783,776
"3/14/15","A2058","C02",0,150,"control",0,"M","A2058_C02",0,100
"3/14/15","A2058","C02",18,249,"control",0,"M","A2058_C02",0.7311832415722,166
"3/14/15","A2058","C02",43,585,"control",0,"M","A2058_C02",1.96347412397489,390
"3/14/15","A2058","C02",50,707,"control",0,"M","A2058_C02",2.23674771431352,471
"3/14/15","A2058","C02",61,990,"control",0,"M","A2058_C02",2.72246602447109,660
"3/14/15","A2058","C02",67,1214,"control",0,"M","A2058_C02",3.0167340157598,809
"3/14/15","A2058","C02",85,2167,"control",0,"M","A2058_C02",3.85266474759779,1445
"3/14/15","A2058","C02",96,3086,"control",0,"M","A2058_C02",4.36270365607485,2057
"3/14/15","A2058","C02",115,5623,"control",0,"M","A2058_C02",5.22830564104492,3749
"3/14/15","A2058","C03",0,104,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",0,100
"3/14/15","A2058","C03",18,184,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",0.823122237915921,177
"3/14/15","A2058","C03",43,408,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",1.9719856238304,392
"3/14/15","A2058","C03",50,476,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",2.19437804516685,458
"3/14/15","A2058","C03",61,710,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",2.77123549625095,683
"3/14/15","A2058","C03",67,817,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",2.97375255000459,786
"3/14/15","A2058","C03",85,1450,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",3.8013974667612,1394
"3/14/15","A2058","C03",96,2147,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",4.36766675771768,2064
"3/14/15","A2058","C03",115,3564,"PLX4720 (nM)",1.25e-07,"M","A2058_C03",5.09884190338083,3427
"3/14/15","A2058","C04",0,125,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",0,100
"3/14/15","A2058","C04",18,199,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",0.670840335881562,159
"3/14/15","A2058","C04",43,440,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",1.81557542886257,352
"3/14/15","A2058","C04",50,530,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",2.08406426478848,424
"3/14/15","A2058","C04",61,806,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",2.68885174386588,645
"3/14/15","A2058","C04",67,999,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",2.99855658313033,799
"3/14/15","A2058","C04",85,1722,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",3.78408514273476,1378
"3/14/15","A2058","C04",96,2298,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",4.20037879798403,1838
"3/14/15","A2058","C04",115,4041,"PLX4720 (nM)",2.5e-07,"M","A2058_C04",5.01471235152137,3233
"3/14/15","A2058","C05",0,172,"PLX4720 (nM)",5e-07,"M","A2058_C05",0,100
"3/14/15","A2058","C05",18,295,"PLX4720 (nM)",5e-07,"M","A2058_C05",0.778306389547106,172
"3/14/15","A2058","C05",43,702,"PLX4720 (nM)",5e-07,"M","A2058_C05",2.02906246560246,408
"3/14/15","A2058","C05",50,870,"PLX4720 (nM)",5e-07,"M","A2058_C05",2.33860683603399,506
"3/14/15","A2058","C05",61,1184,"PLX4720 (nM)",5e-07,"M","A2058_C05",2.78318861092685,688
"3/14/15","A2058","C05",67,1417,"PLX4720 (nM)",5e-07,"M","A2058_C05",3.04235928821592,824
"3/14/15","A2058","C05",85,2430,"PLX4720 (nM)",5e-07,"M","A2058_C05",3.82047584379105,1413
"3/14/15","A2058","C05",96,3390,"PLX4720 (nM)",5e-07,"M","A2058_C05",4.30080480332161,1971
"3/14/15","A2058","C05",115,5310,"PLX4720 (nM)",5e-07,"M","A2058_C05",4.94823139098942,3087
"3/14/15","A2058","C06",0,93,"PLX4720 (nM)",1e-06,"M","A2058_C06",0,100
"3/14/15","A2058","C06",18,164,"PLX4720 (nM)",1e-06,"M","A2058_C06",0.818393193510053,176
"3/14/15","A2058","C06",43,335,"PLX4720 (nM)",1e-06,"M","A2058_C06",1.8488584742371,360
"3/14/15","A2058","C06",50,405,"PLX4720 (nM)",1e-06,"M","A2058_C06",2.12261928666396,435
"3/14/15","A2058","C06",61,574,"PLX4720 (nM)",1e-06,"M","A2058_C06",2.62574811556766,617
"3/14/15","A2058","C06",67,614,"PLX4720 (nM)",1e-06,"M","A2058_C06",2.72293603426215,660
"3/14/15","A2058","C06",85,983,"PLX4720 (nM)",1e-06,"M","A2058_C06",3.40188879523255,1057
"3/14/15","A2058","C06",96,1235,"PLX4720 (nM)",1e-06,"M","A2058_C06",3.73113651536401,1328
"3/14/15","A2058","C06",115,2542,"PLX4720 (nM)",1e-06,"M","A2058_C06",4.77258950389693,2733
"3/14/15","A2058","C07",0,143,"PLX4720 (nM)",2e-06,"M","A2058_C07",0,100
"3/14/15","A2058","C07",18,227,"PLX4720 (nM)",2e-06,"M","A2058_C07",0.666677150512526,159
"3/14/15","A2058","C07",43,430,"PLX4720 (nM)",2e-06,"M","A2058_C07",1.58832151281107,301
"3/14/15","A2058","C07",50,536,"PLX4720 (nM)",2e-06,"M","A2058_C07",1.90621785367938,375
"3/14/15","A2058","C07",61,696,"PLX4720 (nM)",2e-06,"M","A2058_C07",2.28307215907034,487
"3/14/15","A2058","C07",67,847,"PLX4720 (nM)",2e-06,"M","A2058_C07",2.56634682255381,592
"3/14/15","A2058","C07",85,1356,"PLX4720 (nM)",2e-06,"M","A2058_C07",3.24527012635795,948
"3/14/15","A2058","C07",96,1757,"PLX4720 (nM)",2e-06,"M","A2058_C07",3.61902713922999,1229
"3/14/15","A2058","C07",115,2827,"PLX4720 (nM)",2e-06,"M","A2058_C07",4.30518483105279,1977
"3/14/15","A2058","C08",0,114,"PLX4720 (nM)",4e-06,"M","A2058_C08",0,100
"3/14/15","A2058","C08",18,181,"PLX4720 (nM)",4e-06,"M","A2058_C08",0.666955872918464,159
"3/14/15","A2058","C08",43,345,"PLX4720 (nM)",4e-06,"M","A2058_C08",1.59756253750079,303
"3/14/15","A2058","C08",50,421,"PLX4720 (nM)",4e-06,"M","A2058_C08",1.88478640890165,369
"3/14/15","A2058","C08",61,584,"PLX4720 (nM)",4e-06,"M","A2058_C08",2.35693454471528,512
"3/14/15","A2058","C08",67,685,"PLX4720 (nM)",4e-06,"M","A2058_C08",2.58707016368315,601
"3/14/15","A2058","C08",85,1093,"PLX4720 (nM)",4e-06,"M","A2058_C08",3.26118767150716,959
"3/14/15","A2058","C08",96,1493,"PLX4720 (nM)",4e-06,"M","A2058_C08",3.7111084359698,1310
"3/14/15","A2058","C08",115,2254,"PLX4720 (nM)",4e-06,"M","A2058_C08",4.30538178600748,1977
"3/14/15","A2058","C09",0,93,"PLX4720 (nM)",8e-06,"M","A2058_C09",0,100
"3/14/15","A2058","C09",18,170,"PLX4720 (nM)",8e-06,"M","A2058_C09",0.870232125029671,183
"3/14/15","A2058","C09",43,309,"PLX4720 (nM)",8e-06,"M","A2058_C09",1.73230421679634,332
"3/14/15","A2058","C09",50,359,"PLX4720 (nM)",8e-06,"M","A2058_C09",1.94868122271502,386
"3/14/15","A2058","C09",61,485,"PLX4720 (nM)",8e-06,"M","A2058_C09",2.38268212596646,522
"3/14/15","A2058","C09",67,577,"PLX4720 (nM)",8e-06,"M","A2058_C09",2.63326869753745,620
"3/14/15","A2058","C09",85,911,"PLX4720 (nM)",8e-06,"M","A2058_C09",3.29214843269402,980
"3/14/15","A2058","C09",96,1256,"PLX4720 (nM)",8e-06,"M","A2058_C09",3.7554619377836,1351
"3/14/15","A2058","C09",115,1842,"PLX4720 (nM)",8e-06,"M","A2058_C09",4.30789853498331,1981
"3/14/15","A2058","C10",0,82,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",0,100
"3/14/15","A2058","C10",18,122,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",0.573185332944803,149
"3/14/15","A2058","C10",43,201,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",1.29349968656085,245
"3/14/15","A2058","C10",50,248,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",1.59664430576879,302
"3/14/15","A2058","C10",61,297,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",1.85676711618268,362
"3/14/15","A2058","C10",67,323,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",1.97783835007584,394
"3/14/15","A2058","C10",85,484,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",2.56131123265651,590
"3/14/15","A2058","C10",96,663,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",3.0153130554945,809
"3/14/15","A2058","C10",115,852,"PLX4720 (nM)",1.6e-05,"M","A2058_C10",3.37715761560775,1039
"3/14/15","A2058","C11",0,105,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",0,100
"3/14/15","A2058","C11",18,145,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",0.465663572348812,138
"3/14/15","A2058","C11",43,230,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",1.13124453327825,219
"3/14/15","A2058","C11",50,231,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",1.13750352374993,220
"3/14/15","A2058","C11",61,257,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",1.29137903152776,245
"3/14/15","A2058","C11",67,313,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",1.5757733292665,298
"3/14/15","A2058","C11",85,378,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",1.84799690655495,360
"3/14/15","A2058","C11",96,471,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",2.16533773194666,449
"3/14/15","A2058","C11",115,614,"PLX4720 (nM)",3.2e-05,"M","A2058_C11",2.54784932770406,585
"3/14/15","A2058","D02",0,106,"control",0,"M","A2058_D02",0,100
"3/14/15","A2058","D02",18,197,"control",0,"M","A2058_D02",0.894131364893178,186
"3/14/15","A2058","D02",43,436,"control",0,"M","A2058_D02",2.04026387021373,411
"3/14/15","A2058","D02",50,535,"control",0,"M","A2058_D02",2.33547462672531,505
"3/14/15","A2058","D02",61,833,"control",0,"M","A2058_D02",2.97425223080235,786
"3/14/15","A2058","D02",67,976,"control",0,"M","A2058_D02",3.20281688299969,921
"3/14/15","A2058","D02",85,1714,"control",0,"M","A2058_D02",4.0152309395493,1617
"3/14/15","A2058","D02",96,2564,"control",0,"M","A2058_D02",4.59626009205554,2419
"3/14/15","A2058","D02",115,4508,"control",0,"M","A2058_D02",5.41035134560902,4253
"3/14/15","A2058","E02",0,137,"control",0,"M","A2058_E02",0,100
"3/14/15","A2058","E02",18,226,"control",0,"M","A2058_E02",0.722146879454661,165
"3/14/15","A2058","E02",43,468,"control",0,"M","A2058_E02",1.77233263662288,342
"3/14/15","A2058","E02",50,569,"control",0,"M","A2058_E02",2.05425275934606,415
"3/14/15","A2058","E02",61,875,"control",0,"M","A2058_E02",2.67510712375916,639
"3/14/15","A2058","E02",67,1068,"control",0,"M","A2058_E02",2.96266384872703,780
"3/14/15","A2058","E02",85,1799,"control",0,"M","A2058_E02",3.71494738829096,1313
"3/14/15","A2058","E02",96,2594,"control",0,"M","A2058_E02",4.24293068129117,1893
"3/14/15","A2058","E02",115,4352,"control",0,"M","A2058_E02",4.98943075828981,3177
"3/14/15","A2058","F02",0,148,"control",0,"M","A2058_F02",0,100
"3/14/15","A2058","F02",18,217,"control",0,"M","A2058_F02",0.552097866815529,147
"3/14/15","A2058","F02",43,428,"control",0,"M","A2058_F02",1.5320136207722,289
"3/14/15","A2058","F02",50,510,"control",0,"M","A2058_F02",1.78490007122991,345
"3/14/15","A2058","F02",61,769,"control",0,"M","A2058_F02",2.37738642233288,520
"3/14/15","A2058","F02",67,945,"control",0,"M","A2058_F02",2.67471715347949,639
"3/14/15","A2058","F02",85,1563,"control",0,"M","A2058_F02",3.40064869737071,1056
"3/14/15","A2058","F02",96,2212,"control",0,"M","A2058_F02",3.90168230460576,1495
"3/14/15","A2058","F02",115,3864,"control",0,"M","A2058_F02",4.70642601320682,2611
"3/14/15","A2058","G02",0,69,"control",0,"M","A2058_G02",0,100
"3/14/15","A2058","G02",18,128,"control",0,"M","A2058_G02",0.891475543221831,186
"3/14/15","A2058","G02",43,264,"control",0,"M","A2058_G02",1.93586966258029,383
"3/14/15","A2058","G02",50,352,"control",0,"M","A2058_G02",2.35090716185913,510
"3/14/15","A2058","G02",61,455,"control",0,"M","A2058_G02",2.72119827830789,659
"3/14/15","A2058","G02",67,575,"control",0,"M","A2058_G02",3.05889368905357,833
"3/14/15","A2058","G02",85,991,"control",0,"M","A2058_G02",3.84421679040832,1436
"3/14/15","A2058","G02",96,1406,"control",0,"M","A2058_G02",4.34885642229437,2038
