"Date","cellLine","well","rel.time","cell.count","Drug","Conc","Units","UID","nl2","norm.cell"
"3/14/15","A2058","G02",115,2538,"control",0,"M","A2058_G02",5.20095189706294,3678
"3/14/15","A375","B02",0,140,"control",0,"M","A375_B02",0,100
"3/14/15","A375","B02",16,288,"control",0,"M","A375_B02",1.04064198449735,206
"3/14/15","A375","B02",39,742,"control",0,"M","A375_B02",2.40599235967584,530
"3/14/15","A375","B02",47,906,"control",0,"M","A375_B02",2.69408422310127,647
"3/14/15","A375","B02",57,1359,"control",0,"M","A375_B02",3.27904672382242,971
"3/14/15","A375","B02",64,1598,"control",0,"M","A375_B02",3.51276867598301,1141
"3/14/15","A375","B02",83,2651,"control",0,"M","A375_B02",4.24303793792229,1894
"3/14/15","A375","B02",92,3596,"control",0,"M","A375_B02",4.68289428856948,2569
"3/14/15","A375","B02",112,5417,"control",0,"M","A375_B02",5.27399535852609,3869
"3/14/15","A375","B03",0,130,"PLX4720 (nM)",1.25e-07,"M","A375_B03",0,100
"3/14/15","A375","B03",16,252,"PLX4720 (nM)",1.25e-07,"M","A375_B03",0.954912110471462,194
"3/14/15","A375","B03",39,554,"PLX4720 (nM)",1.25e-07,"M","A375_B03",2.09137435302073,426
"3/14/15","A375","B03",47,722,"PLX4720 (nM)",1.25e-07,"M","A375_B03",2.47348721385872,555
"3/14/15","A375","B03",57,916,"PLX4720 (nM)",1.25e-07,"M","A375_B03",2.81683597506849,705
"3/14/15","A375","B03",64,1076,"PLX4720 (nM)",1.25e-07,"M","A375_B03",3.04909454952817,828
"3/14/15","A375","B03",83,1758,"PLX4720 (nM)",1.25e-07,"M","A375_B03",3.75735154211495,1352
"3/14/15","A375","B03",92,2225,"PLX4720 (nM)",1.25e-07,"M","A375_B03",4.09722180771267,1712
"3/14/15","A375","B03",112,3044,"PLX4720 (nM)",1.25e-07,"M","A375_B03",4.54938483047509,2342
"3/14/15","A375","B04",0,136,"PLX4720 (nM)",2.5e-07,"M","A375_B04",0,100
"3/14/15","A375","B04",16,253,"PLX4720 (nM)",2.5e-07,"M","A375_B04",0.895530733443971,186
"3/14/15","A375","B04",39,500,"PLX4720 (nM)",2.5e-07,"M","A375_B04",1.87832144341175,368
"3/14/15","A375","B04",47,551,"PLX4720 (nM)",2.5e-07,"M","A375_B04",2.01844566732082,405
"3/14/15","A375","B04",57,609,"PLX4720 (nM)",2.5e-07,"M","A375_B04",2.16283557665599,448
"3/14/15","A375","B04",64,745,"PLX4720 (nM)",2.5e-07,"M","A375_B04",2.45363377409918,548
"3/14/15","A375","B04",83,1187,"PLX4720 (nM)",2.5e-07,"M","A375_B04",3.12564137839157,873
"3/14/15","A375","B04",92,1629,"PLX4720 (nM)",2.5e-07,"M","A375_B04",3.58230804727518,1198
"3/14/15","A375","B04",112,1796,"PLX4720 (nM)",2.5e-07,"M","A375_B04",3.72310879349081,1321
"3/14/15","A375","B05",0,179,"PLX4720 (nM)",5e-07,"M","A375_B05",0,100
"3/14/15","A375","B05",16,341,"PLX4720 (nM)",5e-07,"M","A375_B05",0.929812151759917,191
"3/14/15","A375","B05",39,491,"PLX4720 (nM)",5e-07,"M","A375_B05",1.45576343705044,274
"3/14/15","A375","B05",47,464,"PLX4720 (nM)",5e-07,"M","A375_B05",1.37416521786332,259
"3/14/15","A375","B05",57,406,"PLX4720 (nM)",5e-07,"M","A375_B05",1.18152013992092,227
"3/14/15","A375","B05",64,509,"PLX4720 (nM)",5e-07,"M","A375_B05",1.50770606881144,284
"3/14/15","A375","B05",83,1018,"PLX4720 (nM)",5e-07,"M","A375_B05",2.50770606881144,569
"3/14/15","A375","B05",92,1266,"PLX4720 (nM)",5e-07,"M","A375_B05",2.82224591216409,707
"3/14/15","A375","B05",112,1619,"PLX4720 (nM)",5e-07,"M","A375_B05",3.17707149303831,904
"3/14/15","A375","B06",0,177,"PLX4720 (nM)",1e-06,"M","A375_B06",0,100
"3/14/15","A375","B06",16,318,"PLX4720 (nM)",1e-06,"M","A375_B06",0.845277405201357,180
"3/14/15","A375","B06",39,429,"PLX4720 (nM)",1e-06,"M","A375_B06",1.27722828741655,242
"3/14/15","A375","B06",47,399,"PLX4720 (nM)",1e-06,"M","A375_B06",1.17263938613935,225
"3/14/15","A375","B06",57,326,"PLX4720 (nM)",1e-06,"M","A375_B06",0.88112260414808,184
"3/14/15","A375","B06",64,498,"PLX4720 (nM)",1e-06,"M","A375_B06",1.49239638198508,281
"3/14/15","A375","B06",83,674,"PLX4720 (nM)",1e-06,"M","A375_B06",1.92899923109886,381
"3/14/15","A375","B06",92,871,"PLX4720 (nM)",1e-06,"M","A375_B06",2.29892335851587,492
"3/14/15","A375","B06",112,1265,"PLX4720 (nM)",1e-06,"M","A375_B06",2.83731611949867,715
"3/14/15","A375","B07",0,159,"PLX4720 (nM)",2e-06,"M","A375_B07",0,100
"3/14/15","A375","B07",16,324,"PLX4720 (nM)",2e-06,"M","A375_B07",1.02696704760027,204
"3/14/15","A375","B07",39,369,"PLX4720 (nM)",2e-06,"M","A375_B07",1.21459405077604,232
"3/14/15","A375","B07",47,360,"PLX4720 (nM)",2e-06,"M","A375_B07",1.17897014104532,226
"3/14/15","A375","B07",57,365,"PLX4720 (nM)",2e-06,"M","A375_B07",1.19886969848302,230
"3/14/15","A375","B07",64,411,"PLX4720 (nM)",2e-06,"M","A375_B07",1.37011162839733,258
"3/14/15","A375","B07",83,555,"PLX4720 (nM)",2e-06,"M","A375_B07",1.80346100595311,349
"3/14/15","A375","B07",92,678,"PLX4720 (nM)",2e-06,"M","A375_B07",2.09225850785199,426
"3/14/15","A375","B07",112,923,"PLX4720 (nM)",2e-06,"M","A375_B07",2.53730388236142,581
"3/14/15","A375","B08",0,133,"PLX4720 (nM)",4e-06,"M","A375_B08",0,100
"3/14/15","A375","B08",16,229,"PLX4720 (nM)",4e-06,"M","A375_B08",0.783921352595754,172
"3/14/15","A375","B08",39,291,"PLX4720 (nM)",4e-06,"M","A375_B08",1.12959290740709,219
"3/14/15","A375","B08",47,270,"PLX4720 (nM)",4e-06,"M","A375_B08",1.02153316154964,203
"3/14/15","A375","B08",57,285,"PLX4720 (nM)",4e-06,"M","A375_B08",1.09953567355091,214
"3/14/15","A375","B08",64,301,"PLX4720 (nM)",4e-06,"M","A375_B08",1.17833724125851,226
"3/14/15","A375","B08",83,331,"PLX4720 (nM)",4e-06,"M","A375_B08",1.31540497130603,249
"3/14/15","A375","B08",92,464,"PLX4720 (nM)",4e-06,"M","A375_B08",1.80269855962638,349
"3/14/15","A375","B08",112,648,"PLX4720 (nM)",4e-06,"M","A375_B08",2.28456756738343,487
"3/14/15","A375","B09",0,132,"PLX4720 (nM)",8e-06,"M","A375_B09",0,100
"3/14/15","A375","B09",16,222,"PLX4720 (nM)",8e-06,"M","A375_B09",0.750021746991653,168
"3/14/15","A375","B09",39,286,"PLX4720 (nM)",8e-06,"M","A375_B09",1.11547721741994,217
"3/14/15","A375","B09",47,275,"PLX4720 (nM)",8e-06,"M","A375_B09",1.05889368905357,208
"3/14/15","A375","B09",57,298,"PLX4720 (nM)",8e-06,"M","A375_B09",1.17477440110371,226
"3/14/15","A375","B09",64,283,"PLX4720 (nM)",8e-06,"M","A375_B09",1.10026412347343,214
"3/14/15","A375","B09",83,317,"PLX4720 (nM)",8e-06,"M","A375_B09",1.26394491078095,240
"3/14/15","A375","B09",92,354,"PLX4720 (nM)",8e-06,"M","A375_B09",1.42321143072454,268
"3/14/15","A375","B09",112,453,"PLX4720 (nM)",8e-06,"M","A375_B09",1.77897312068778,343
"3/14/15","A375","B10",0,133,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0,100
"3/14/15","A375","B10",16,222,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0.739133430848916,167
"3/14/15","A375","B10",39,218,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0.712901889275736,164
"3/14/15","A375","B10",47,233,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0.808903709153091,175
"3/14/15","A375","B10",57,233,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0.808903709153091,175
"3/14/15","A375","B10",64,238,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0.839535327806754,179
"3/14/15","A375","B10",83,228,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0.777607578663551,171
"3/14/15","A375","B10",92,245,"PLX4720 (nM)",1.6e-05,"M","A375_B10",0.881355503501381,184
"3/14/15","A375","B10",112,270,"PLX4720 (nM)",1.6e-05,"M","A375_B10",1.02153316154964,203
"3/14/15","A375","B11",0,153,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0,100
"3/14/15","A375","B11",16,217,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.504163389751827,142
"3/14/15","A375","B11",39,239,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.643478965288097,156
"3/14/15","A375","B11",47,243,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.667424660913129,159
"3/14/15","A375","B11",57,246,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.685126662646588,161
"3/14/15","A375","B11",64,234,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.612976876890753,153
"3/14/15","A375","B11",83,232,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.60059315243492,152
"3/14/15","A375","B11",92,232,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.60059315243492,152
"3/14/15","A375","B11",112,246,"PLX4720 (nM)",3.2e-05,"M","A375_B11",0.685126662646588,161
"3/14/15","A375","C02",0,161,"control",0,"M","A375_C02",0,100
"3/14/15","A375","C02",16,302,"control",0,"M","A375_C02",0.907487861210462,188
"3/14/15","A375","C02",39,762,"control",0,"M","A375_C02",2.2427303093787,473
"3/14/15","A375","C02",47,992,"control",0,"M","A375_C02",2.62327943227226,616
"3/14/15","A375","C02",57,1311,"control",0,"M","A375_C02",3.02553509210714,814
"3/14/15","A375","C02",64,1674,"control",0,"M","A375_C02",3.37816693443573,1040
"3/14/15","A375","C02",83,2639,"control",0,"M","A375_C02",4.03485875721165,1639
"3/14/15","A375","C02",92,3398,"control",0,"M","A375_C02",4.3995532590696,2111
"3/14/15","A375","C02",112,4938,"control",0,"M","A375_C02",4.93879424302817,3067
"3/14/15","A375","C03",0,179,"PLX4720 (nM)",1.25e-07,"M","A375_C03",0,100
"3/14/15","A375","C03",16,342,"PLX4720 (nM)",1.25e-07,"M","A375_C03",0.934036737621641,191
"3/14/15","A375","C03",39,787,"PLX4720 (nM)",1.25e-07,"M","A375_C03",2.13640404824323,440
"3/14/15","A375","C03",47,936,"PLX4720 (nM)",1.25e-07,"M","A375_C03",2.38654894231915,523
"3/14/15","A375","C03",57,1066,"PLX4720 (nM)",1.25e-07,"M","A375_C03",2.57417594549492,596
"3/14/15","A375","C03",64,1408,"PLX4720 (nM)",1.25e-07,"M","A375_C03",2.97561584137304,787
"3/14/15","A375","C03",83,2358,"PLX4720 (nM)",1.25e-07,"M","A375_C03",3.71953222571551,1317
"3/14/15","A375","C03",92,2765,"PLX4720 (nM)",1.25e-07,"M","A375_C03",3.94924798785781,1545
"3/14/15","A375","C03",112,3781,"PLX4720 (nM)",1.25e-07,"M","A375_C03",4.40073635672298,2112
"3/14/15","A375","C04",0,178,"PLX4720 (nM)",2.5e-07,"M","A375_C04",0,100
"3/14/15","A375","C04",16,374,"PLX4720 (nM)",2.5e-07,"M","A375_C04",1.07116102892124,210
"3/14/15","A375","C04",39,674,"PLX4720 (nM)",2.5e-07,"M","A375_C04",1.92087135021546,379
"3/14/15","A375","C04",47,750,"PLX4720 (nM)",2.5e-07,"M","A375_C04",2.07501335441685,421
"3/14/15","A375","C04",57,748,"PLX4720 (nM)",2.5e-07,"M","A375_C04",2.07116102892124,420
"3/14/15","A375","C04",64,848,"PLX4720 (nM)",2.5e-07,"M","A375_C04",2.2521870235968,476
"3/14/15","A375","C04",83,1554,"PLX4720 (nM)",2.5e-07,"M","A375_C04",3.12603735744131,873
"3/14/15","A375","C04",92,1830,"PLX4720 (nM)",2.5e-07,"M","A375_C04",3.36189450220501,1028
"3/14/15","A375","C04",112,2086,"PLX4720 (nM)",2.5e-07,"M","A375_C04",3.55079001155337,1172
"3/14/15","A375","C05",0,163,"PLX4720 (nM)",5e-07,"M","A375_C05",0,100
"3/14/15","A375","C05",16,293,"PLX4720 (nM)",5e-07,"M","A375_C05",0.846028700191171,180
"3/14/15","A375","C05",39,501,"PLX4720 (nM)",5e-07,"M","A375_C05",1.61993863896413,307
"3/14/15","A375","C05",47,447,"PLX4720 (nM)",5e-07,"M","A375_C05",1.45540286695224,274
"3/14/15","A375","C05",57,489,"PLX4720 (nM)",5e-07,"M","A375_C05",1.58496250072116,300
"3/14/15","A375","C05",64,596,"PLX4720 (nM)",5e-07,"M","A375_C05",1.87044036623108,366
"3/14/15","A375","C05",83,943,"PLX4720 (nM)",5e-07,"M","A375_C05",2.53238580644402,579
"3/14/15","A375","C05",92,1199,"PLX4720 (nM)",5e-07,"M","A375_C05",2.87888778918315,736
"3/14/15","A375","C05",112,1366,"PLX4720 (nM)",5e-07,"M","A375_C05",3.06701361405901,838
"3/14/15","A375","C06",0,182,"PLX4720 (nM)",1e-06,"M","A375_C06",0,100
"3/14/15","A375","C06",16,363,"PLX4720 (nM)",1e-06,"M","A375_C06",0.996031097797054,199
"3/14/15","A375","C06",39,488,"PLX4720 (nM)",1e-06,"M","A375_C06",1.42294269736419,268
"3/14/15","A375","C06",47,403,"PLX4720 (nM)",1e-06,"M","A375_C06",1.14684138832927,221
"3/14/15","A375","C06",57,439,"PLX4720 (nM)",1e-06,"M","A375_C06",1.27028248933666,241
"3/14/15","A375","C06",64,453,"PLX4720 (nM)",1e-06,"M","A375_C06",1.31557259984754,249
"3/14/15","A375","C06",83,747,"PLX4720 (nM)",1e-06,"M","A375_C06",2.03716979259054,410
"3/14/15","A375","C06",92,861,"PLX4720 (nM)",1e-06,"M","A375_C06",2.24207478719815,473
"3/14/15","A375","C06",112,1225,"PLX4720 (nM)",1e-06,"M","A375_C06",2.75077139369124,673
"3/14/15","A375","C07",0,150,"PLX4720 (nM)",2e-06,"M","A375_C07",0,100
"3/14/15","A375","C07",16,255,"PLX4720 (nM)",2e-06,"M","A375_C07",0.765534746362977,170
"3/14/15","A375","C07",39,327,"PLX4720 (nM)",2e-06,"M","A375_C07",1.1243281350022,218
"3/14/15","A375","C07",47,330,"PLX4720 (nM)",2e-06,"M","A375_C07",1.13750352374994,220
"3/14/15","A375","C07",57,268,"PLX4720 (nM)",2e-06,"M","A375_C07",0.837270499961892,179
"3/14/15","A375","C07",64,318,"PLX4720 (nM)",2e-06,"M","A375_C07",1.08406426478847,212
"3/14/15","A375","C07",83,462,"PLX4720 (nM)",2e-06,"M","A375_C07",1.62293035092018,308
"3/14/15","A375","C07",92,540,"PLX4720 (nM)",2e-06,"M","A375_C07",1.84799690655495,360
"3/14/15","A375","C07",112,763,"PLX4720 (nM)",2e-06,"M","A375_C07",2.34672055633865,509
"3/14/15","A375","C08",0,156,"PLX4720 (nM)",4e-06,"M","A375_C08",0,100
"3/14/15","A375","C08",16,268,"PLX4720 (nM)",4e-06,"M","A375_C08",0.780686971595523,172
"3/14/15","A375","C08",39,361,"PLX4720 (nM)",4e-06,"M","A375_C08",1.21045280802492,231
"3/14/15","A375","C08",47,360,"PLX4720 (nM)",4e-06,"M","A375_C08",1.20645087746743,231
"3/14/15","A375","C08",57,339,"PLX4720 (nM)",4e-06,"M","A375_C08",1.1197392442741,217
"3/14/15","A375","C08",64,354,"PLX4720 (nM)",4e-06,"M","A375_C08",1.18220333122075,227
"3/14/15","A375","C08",83,445,"PLX4720 (nM)",4e-06,"M","A375_C08",1.51225930699151,285
"3/14/15","A375","C08",92,524,"PLX4720 (nM)",4e-06,"M","A375_C08",1.7480207826752,336
"3/14/15","A375","C08",112,719,"PLX4720 (nM)",4e-06,"M","A375_C08",2.20444574157705,461
"3/14/15","A375","C09",0,155,"PLX4720 (nM)",8e-06,"M","A375_C09",0,100
"3/14/15","A375","C09",16,242,"PLX4720 (nM)",8e-06,"M","A375_C09",0.642738832000357,156
"3/14/15","A375","C09",39,315,"PLX4720 (nM)",8e-06,"M","A375_C09",1.02308361311304,203
"3/14/15","A375","C09",47,302,"PLX4720 (nM)",8e-06,"M","A375_C09",0.962280334050841,195
"3/14/15","A375","C09",57,314,"PLX4720 (nM)",8e-06,"M","A375_C09",1.01849634361739,203
"3/14/15","A375","C09",64,334,"PLX4720 (nM)",8e-06,"M","A375_C09",1.10757988719981,215
"3/14/15","A375","C09",83,394,"PLX4720 (nM)",8e-06,"M","A375_C09",1.34592741418214,254
"3/14/15","A375","C09",92,437,"PLX4720 (nM)",8e-06,"M","A375_C09",1.49536506422636,282
"3/14/15","A375","C09",112,532,"PLX4720 (nM)",8e-06,"M","A375_C09",1.77915803022695,343
"3/14/15","A375","C10",0,204,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0,100
"3/14/15","A375","C10",16,322,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0.658491536143123,158
"3/14/15","A375","C10",39,372,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0.866733469136536,182
"3/14/15","A375","C10",47,373,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0.870606478283742,183
"3/14/15","A375","C10",57,381,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0.901221845521826,187
"3/14/15","A375","C10",64,380,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0.897430266359454,186
"3/14/15","A375","C10",83,368,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0.851136614085517,180
"3/14/15","A375","C10",92,383,"PLX4720 (nM)",1.6e-05,"M","A375_C10",0.908775239953462,188
"3/14/15","A375","C10",112,449,"PLX4720 (nM)",1.6e-05,"M","A375_C10",1.13814629276965,220
"3/14/15","A375","C11",0,186,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0,100
"3/14/15","A375","C11",16,260,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.483209001920423,140
"3/14/15","A375","C11",39,300,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.68965987938785,161
"3/14/15","A375","C11",47,302,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.699245928217048,162
"3/14/15","A375","C11",57,291,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.645716531800252,156
"3/14/15","A375","C11",64,297,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.675160309692735,160
"3/14/15","A375","C11",83,266,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.516123624393158,143
"3/14/15","A375","C11",92,270,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.537656785942801,145
"3/14/15","A375","C11",112,300,"PLX4720 (nM)",3.2e-05,"M","A375_C11",0.68965987938785,161
"3/14/15","A375","D02",0,147,"control",0,"M","A375_D02",0,100
"3/14/15","A375","D02",16,318,"control",0,"M","A375_D02",1.11321061044799,216
"3/14/15","A375","D02",39,872,"control",0,"M","A375_D02",2.56851197994056,593
"3/14/15","A375","D02",47,1088,"control",0,"M","A375_D02",2.88779049641397,740
"3/14/15","A375","D02",57,1675,"control",0,"M","A375_D02",3.51027303539613,1139
"3/14/15","A375","D02",64,2109,"control",0,"M","A375_D02",3.84267103495733,1435
"3/14/15","A375","D02",83,3754,"control",0,"M","A375_D02",4.67454058999451,2554
"3/14/15","A375","D02",92,4939,"control",0,"M","A375_D02",5.07033090854208,3360
"3/14/15","A375","D02",112,6843,"control",0,"M","A375_D02",5.54074088719693,4655
"3/14/15","A375","E02",0,185,"control",0,"M","A375_E02",0,100
"3/14/15","A375","E02",16,377,"control",0,"M","A375_E02",1.02703925275235,204
"3/14/15","A375","E02",39,1046,"control",0,"M","A375_E02",2.49928567573063,565
"3/14/15","A375","E02",47,1353,"control",0,"M","A375_E02",2.87056466346022,731
"3/14/15","A375","E02",57,1844,"control",0,"M","A375_E02",3.31724147991303,997
"3/14/15","A375","E02",64,2435,"control",0,"M","A375_E02",3.71832459645339,1316
"3/14/15","A375","E02",83,4265,"control",0,"M","A375_E02",4.52694856568934,2305
"3/14/15","A375","E02",92,5496,"control",0,"M","A375_E02",4.89278482830179,2971
"3/14/15","A375","E02",112,7132,"control",0,"M","A375_E02",5.26870952710868,3855
"3/14/15","A375","F02",0,152,"control",0,"M","A375_F02",0,100
"3/14/15","A375","F02",16,307,"control",0,"M","A375_F02",1.01416733192659,202
"3/14/15","A375","F02",39,776,"control",0,"M","A375_F02",2.35198532874354,511
"3/14/15","A375","F02",47,1028,"control",0,"M","A375_F02",2.75769703575029,676
"3/14/15","A375","F02",57,1493,"control",0,"M","A375_F02",3.29607093669096,982
"3/14/15","A375","F02",64,1887,"control",0,"M","A375_F02",3.63395119415686,1241
"3/14/15","A375","F02",83,3380,"control",0,"M","A375_F02",4.47488001772596,2224
"3/14/15","A375","F02",92,4169,"control",0,"M","A375_F02",4.7775581433648,2743
"3/14/15","A375","F02",112,6101,"control",0,"M","A375_F02",5.32690250189405,4014
"3/14/15","A375","G02",0,171,"control",0,"M","A375_G02",0,100
"3/14/15","A375","G02",16,321,"control",0,"M","A375_G02",0.908576972236404,188
"3/14/15","A375","G02",39,872,"control",0,"M","A375_G02",2.35033180989103,510
"3/14/15","A375","G02",47,1099,"control",0,"M","A375_G02",2.68412315606333,643
"3/14/15","A375","G02",57,1553,"control",0,"M","A375_G02",3.1829895995014,908
"3/14/15","A375","G02",64,1867,"control",0,"M","A375_G02",3.4486536973403,1092
"3/14/15","A375","G02",83,3233,"control",0,"M","A375_G02",4.24080527724019,1891
"3/14/15","A375","G02",92,4362,"control",0,"M","A375_G02",4.67292153975485,2551
"3/14/15","A375","G02",112,6311,"control",0,"M","A375_G02",5.20580039316703,3691
"3/14/15","SKMEL5","B02",0,72,"control",0,"M","SKMel5_B02",0,100
"3/14/15","SKMEL5","B02",15,80,"control",0,"M","SKMel5_B02",0.15200309344505,111
"3/14/15","SKMEL5","B02",39,128,"control",0,"M","SKMel5_B02",0.830074998557688,178
"3/14/15","SKMEL5","B02",46,143,"control",0,"M","SKMel5_B02",0.989946335336077,199
