"Column","Row","Cell.count","Time","Well","nl2","date","cellLine","drug","conc","Seeding.density"
7,"D",400,104.9081,"D07",0.221791423601912,"20141009","SKMEL5","PLX",8,2500
7,"D",474,121.6367,"D07",0.466678482725445,"20141009","SKMEL5","PLX",8,2500
7,"D",511,142.8775,"D07",0.575114714764808,"20141009","SKMEL5","PLX",8,2500
7,"D",492,149.7772,"D07",0.520449739166427,"20141009","SKMEL5","PLX",8,2500
2,"E",176,0,"E02",0,"20141009","SKMEL5","PLX",0,1250
2,"E",221,7.5144,"E02",0.328470940754134,"20141009","SKMEL5","PLX",0,1250
2,"E",284,22.1128,"E02",0.690315500867384,"20141009","SKMEL5","PLX",0,1250
2,"E",299,26.8775,"E02",0.764570055560807,"20141009","SKMEL5","PLX",0,1250
2,"E",318,30.9675,"E02",0.853451336647058,"20141009","SKMEL5","PLX",0,1250
2,"E",464,45.9317,"E02",1.39854937649028,"20141009","SKMEL5","PLX",0,1250
2,"E",489,51.8425,"E02",1.47425903631494,"20141009","SKMEL5","PLX",0,1250
2,"E",714,76.1086,"E02",2.0203486453918,"20141009","SKMEL5","PLX",0,1250
2,"E",872,82.8944,"E02",2.30875270613963,"20141009","SKMEL5","PLX",0,1250
2,"E",1032,94.8019,"E02",2.55179563678596,"20141009","SKMEL5","PLX",0,1250
2,"E",1393,104.9081,"E02",2.98454792396396,"20141009","SKMEL5","PLX",0,1250
2,"E",1918,121.6367,"E02",3.44595538638083,"20141009","SKMEL5","PLX",0,1250
2,"E",2918,142.8775,"E02",4.05133254928059,"20141009","SKMEL5","PLX",0,1250
2,"E",3341,149.7772,"E02",4.24663264869767,"20141009","SKMEL5","PLX",0,1250
3,"E",174,0,"E03",0,"20141009","SKMEL5","PLX",0,1250
3,"E",208,7.5144,"E03",0.257496222292364,"20141009","SKMEL5","PLX",0,1250
3,"E",260,22.1128,"E03",0.579424317179726,"20141009","SKMEL5","PLX",0,1250
3,"E",284,26.8775,"E03",0.706803623655953,"20141009","SKMEL5","PLX",0,1250
3,"E",316,30.9675,"E03",0.860837252328374,"20141009","SKMEL5","PLX",0,1250
3,"E",394,45.9317,"E03",1.17910832360765,"20141009","SKMEL5","PLX",0,1250
3,"E",435,51.8425,"E03",1.32192809488736,"20141009","SKMEL5","PLX",0,1250
3,"E",703,76.1086,"E03",2.01443738322381,"20141009","SKMEL5","PLX",0,1250
3,"E",819,82.8944,"E03",2.23477614579228,"20141009","SKMEL5","PLX",0,1250
3,"E",1091,94.8019,"E03",2.64849189047488,"20141009","SKMEL5","PLX",0,1250
3,"E",1359,104.9081,"E03",2.96538624491866,"20141009","SKMEL5","PLX",0,1250
3,"E",1856,121.6367,"E03",3.41503749927884,"20141009","SKMEL5","PLX",0,1250
3,"E",2949,142.8775,"E03",4.08306661121301,"20141009","SKMEL5","PLX",0,1250
3,"E",3443,149.7772,"E03",4.30650696972119,"20141009","SKMEL5","PLX",0,1250
4,"E",178,0,"E04",0,"20141009","SKMEL5","PLX",8,1250
4,"E",212,7.5144,"E04",0.252187023596801,"20141009","SKMEL5","PLX",8,1250
4,"E",245,22.1128,"E04",0.460904508036173,"20141009","SKMEL5","PLX",8,1250
4,"E",234,26.8775,"E04",0.394631288617007,"20141009","SKMEL5","PLX",8,1250
4,"E",222,30.9675,"E04",0.318682435383709,"20141009","SKMEL5","PLX",8,1250
4,"E",183,45.9317,"E04",0.0399664073176451,"20141009","SKMEL5","PLX",8,1250
4,"E",179,51.8425,"E04",0.00808234629785876,"20141009","SKMEL5","PLX",8,1250
4,"E",136,76.1086,"E04",-0.388270589716059,"20141009","SKMEL5","PLX",8,1250
4,"E",165,82.8944,"E04",-0.109411216720582,"20141009","SKMEL5","PLX",8,1250
4,"E",151,94.8019,"E04",-0.237328691641319,"20141009","SKMEL5","PLX",8,1250
4,"E",179,104.9081,"E04",0.00808234629785876,"20141009","SKMEL5","PLX",8,1250
4,"E",192,121.6367,"E04",0.109229069754758,"20141009","SKMEL5","PLX",8,1250
4,"E",199,142.8775,"E04",0.160891189577251,"20141009","SKMEL5","PLX",8,1250
4,"E",218,149.7772,"E04",0.292450893810528,"20141009","SKMEL5","PLX",8,1250
5,"E",175,0,"E05",0,"20141009","SKMEL5","PLX",8,1250
5,"E",211,7.5144,"E05",0.269888076874856,"20141009","SKMEL5","PLX",8,1250
5,"E",267,22.1128,"E05",0.609484819855226,"20141009","SKMEL5","PLX",8,1250
5,"E",261,26.8775,"E05",0.576694884737556,"20141009","SKMEL5","PLX",8,1250
5,"E",260,30.9675,"E05",0.571156701196125,"20141009","SKMEL5","PLX",8,1250
5,"E",202,45.9317,"E05",0.207000370919466,"20141009","SKMEL5","PLX",8,1250
5,"E",186,51.8425,"E05",0.087947699275702,"20141009","SKMEL5","PLX",8,1250
5,"E",135,76.1086,"E05",-0.374395514781498,"20141009","SKMEL5","PLX",8,1250
5,"E",154,82.8944,"E05",-0.184424571137428,"20141009","SKMEL5","PLX",8,1250
5,"E",156,94.8019,"E05",-0.16580889297008,"20141009","SKMEL5","PLX",8,1250
5,"E",165,104.9081,"E05",-0.084888897586513,"20141009","SKMEL5","PLX",8,1250
5,"E",162,121.6367,"E05",-0.111361108947705,"20141009","SKMEL5","PLX",8,1250
5,"E",200,142.8775,"E05",0.192645077942395,"20141009","SKMEL5","PLX",8,1250
5,"E",209,149.7772,"E05",0.256148020248554,"20141009","SKMEL5","PLX",8,1250
6,"E",219,0,"E06",0,"20141009","SKMEL5","PLX",8,1250
6,"E",229,7.5144,"E06",0.06441672849577,"20141009","SKMEL5","PLX",8,1250
6,"E",289,22.1128,"E06",0.400138622899505,"20141009","SKMEL5","PLX",8,1250
6,"E",294,26.8775,"E06",0.42488528523519,"20141009","SKMEL5","PLX",8,1250
6,"E",286,30.9675,"E06",0.385084277177215,"20141009","SKMEL5","PLX",8,1250
6,"E",239,45.9317,"E06",0.126079748379575,"20141009","SKMEL5","PLX",8,1250
6,"E",220,51.8425,"E06",0.00657265392348627,"20141009","SKMEL5","PLX",8,1250
6,"E",176,76.1086,"E06",-0.315355440963876,"20141009","SKMEL5","PLX",8,1250
6,"E",200,82.8944,"E06",-0.130930869826449,"20141009","SKMEL5","PLX",8,1250
6,"E",224,94.8019,"E06",0.0325678624564301,"20141009","SKMEL5","PLX",8,1250
6,"E",226,104.9081,"E06",0.0453919028140142,"20141009","SKMEL5","PLX",8,1250
6,"E",263,121.6367,"E06",0.264131929691128,"20141009","SKMEL5","PLX",8,1250
6,"E",316,142.8775,"E06",0.528993688575929,"20141009","SKMEL5","PLX",8,1250
6,"E",323,149.7772,"E06",0.560603295092751,"20141009","SKMEL5","PLX",8,1250
7,"E",223,0,"E07",0,"20141009","SKMEL5","PLX",8,1250
7,"E",233,7.5144,"E07",0.0632862447339759,"20141009","SKMEL5","PLX",8,1250
7,"E",280,22.1128,"E07",0.328383117024662,"20141009","SKMEL5","PLX",8,1250
7,"E",272,26.8775,"E07",0.286562941330034,"20141009","SKMEL5","PLX",8,1250
7,"E",266,30.9675,"E07",0.254382535580884,"20141009","SKMEL5","PLX",8,1250
7,"E",215,45.9317,"E07",-0.0527070503308442,"20141009","SKMEL5","PLX",8,1250
7,"E",216,51.8425,"E07",-0.0460123977568365,"20141009","SKMEL5","PLX",8,1250
7,"E",185,76.1086,"E07",-0.269518439403993,"20141009","SKMEL5","PLX",8,1250
7,"E",223,82.8944,"E07",0,"20141009","SKMEL5","PLX",8,1250
7,"E",220,94.8019,"E07",-0.0195401863956448,"20141009","SKMEL5","PLX",8,1250
7,"E",241,104.9081,"E07",0.111989436309657,"20141009","SKMEL5","PLX",8,1250
7,"E",291,121.6367,"E07",0.383975442987978,"20141009","SKMEL5","PLX",8,1250
7,"E",299,142.8775,"E07",0.4231017742778,"20141009","SKMEL5","PLX",8,1250
7,"E",311,149.7772,"E07",0.479870870210299,"20141009","SKMEL5","PLX",8,1250
2,"F",95,0,"F02",0,"20141009","SKMEL5","PLX",0,625
2,"F",142,7.5144,"F02",0.579891511173734,"20141009","SKMEL5","PLX",0,625
2,"F",176,22.1128,"F02",0.889576010306349,"20141009","SKMEL5","PLX",0,625
2,"F",172,26.8775,"F02",0.85640914637115,"20141009","SKMEL5","PLX",0,625
2,"F",184,30.9675,"F02",0.953706347726065,"20141009","SKMEL5","PLX",0,625
2,"F",248,45.9317,"F02",1.38434070205593,"20141009","SKMEL5","PLX",0,625
2,"F",254,51.8425,"F02",1.41882907844122,"20141009","SKMEL5","PLX",0,625
2,"F",384,76.1086,"F02",2.01510689239021,"20141009","SKMEL5","PLX",0,625
2,"F",431,82.8944,"F02",2.18168845075815,"20141009","SKMEL5","PLX",0,625
2,"F",577,94.8019,"F02",2.60257190031453,"20141009","SKMEL5","PLX",0,625
2,"F",688,104.9081,"F02",2.85640914637115,"20141009","SKMEL5","PLX",0,625
2,"F",905,121.6367,"F02",3.25191837363962,"20141009","SKMEL5","PLX",0,625
2,"F",1424,142.8775,"F02",3.90587782263545,"20141009","SKMEL5","PLX",0,625
2,"F",1690,149.7772,"F02",4.1529519228386,"20141009","SKMEL5","PLX",0,625
3,"F",125,0,"F03",0,"20141009","SKMEL5","PLX",0,625
3,"F",151,7.5144,"F03",0.272620454662992,"20141009","SKMEL5","PLX",0,625
3,"F",196,22.1128,"F03",0.648925559453121,"20141009","SKMEL5","PLX",0,625
3,"F",209,26.8775,"F03",0.741574847418796,"20141009","SKMEL5","PLX",0,625
3,"F",225,30.9675,"F03",0.84799690655495,"20141009","SKMEL5","PLX",0,625
3,"F",304,45.9317,"F03",1.2821432287815,"20141009","SKMEL5","PLX",0,625
3,"F",326,51.8425,"F03",1.38294386956899,"20141009","SKMEL5","PLX",0,625
3,"F",540,76.1086,"F03",2.11103131238874,"20141009","SKMEL5","PLX",0,625
3,"F",640,82.8944,"F03",2.35614381022527,"20141009","SKMEL5","PLX",0,625
3,"F",758,94.8019,"F03",2.60026975350901,"20141009","SKMEL5","PLX",0,625
3,"F",950,104.9081,"F03",2.92599941855622,"20141009","SKMEL5","PLX",0,625
3,"F",1380,121.6367,"F03",3.46466826700344,"20141009","SKMEL5","PLX",0,625
3,"F",2184,142.8775,"F03",4.12697285625777,"20141009","SKMEL5","PLX",0,625
3,"F",2553,149.7772,"F03",4.35219353774503,"20141009","SKMEL5","PLX",0,625
4,"F",97,0,"F04",0,"20141009","SKMEL5","PLX",8,625
4,"F",114,7.5144,"F04",0.232977171977613,"20141009","SKMEL5","PLX",8,625
4,"F",147,22.1128,"F04",0.599759502649237,"20141009","SKMEL5","PLX",8,625
4,"F",149,26.8775,"F04",0.619255678275033,"20141009","SKMEL5","PLX",8,625
4,"F",142,30.9675,"F04",0.549834277317554,"20141009","SKMEL5","PLX",8,625
4,"F",112,45.9317,"F04",0.207442079870476,"20141009","SKMEL5","PLX",8,625
4,"F",95,51.8425,"F04",-0.03005723385618,"20141009","SKMEL5","PLX",8,625
4,"F",84,76.1086,"F04",-0.207595419408367,"20141009","SKMEL5","PLX",8,625
4,"F",93,82.8944,"F04",-0.0607540310790968,"20141009","SKMEL5","PLX",8,625
4,"F",118,94.8019,"F04",0.282730207174714,"20141009","SKMEL5","PLX",8,625
4,"F",117,104.9081,"F04",0.270451877396277,"20141009","SKMEL5","PLX",8,625
4,"F",139,121.6367,"F04",0.51902823053638,"20141009","SKMEL5","PLX",8,625
4,"F",154,142.8775,"F04",0.666873698507773,"20141009","SKMEL5","PLX",8,625
4,"F",159,149.7772,"F04",0.712970113097228,"20141009","SKMEL5","PLX",8,625
5,"F",101,0,"F05",0,"20141009","SKMEL5","PLX",8,625
5,"F",116,7.5144,"F05",0.199769512375777,"20141009","SKMEL5","PLX",8,625
5,"F",136,22.1128,"F05",0.429251358498544,"20141009","SKMEL5","PLX",8,625
5,"F",141,26.8775,"F05",0.481339869646999,"20141009","SKMEL5","PLX",8,625
5,"F",130,30.9675,"F05",0.36415633027666,"20141009","SKMEL5","PLX",8,625
5,"F",103,45.9317,"F05",0.0282890444314239,"20141009","SKMEL5","PLX",8,625
5,"F",104,51.8425,"F05",0.0422282353892971,"20141009","SKMEL5","PLX",8,625
5,"F",89,76.1086,"F05",-0.182478051785397,"20141009","SKMEL5","PLX",8,625
5,"F",109,82.8944,"F05",0.109972842025131,"20141009","SKMEL5","PLX",8,625
5,"F",117,94.8019,"F05",0.21215323683161,"20141009","SKMEL5","PLX",8,625
5,"F",131,104.9081,"F05",0.375211518785656,"20141009","SKMEL5","PLX",8,625
5,"F",136,121.6367,"F05",0.429251358498544,"20141009","SKMEL5","PLX",8,625
5,"F",157,142.8775,"F05",0.636409266139832,"20141009","SKMEL5","PLX",8,625
5,"F",160,149.7772,"F05",0.663716612135568,"20141009","SKMEL5","PLX",8,625
6,"F",100,0,"F06",0,"20141009","SKMEL5","PLX",8,625
6,"F",113,7.5144,"F06",0.176322772640463,"20141009","SKMEL5","PLX",8,625
6,"F",141,22.1128,"F06",0.495695162624069,"20141009","SKMEL5","PLX",8,625
6,"F",140,26.8775,"F06",0.485426827170242,"20141009","SKMEL5","PLX",8,625
6,"F",135,30.9675,"F06",0.432959407276106,"20141009","SKMEL5","PLX",8,625
6,"F",105,45.9317,"F06",0.0703893278913981,"20141009","SKMEL5","PLX",8,625
6,"F",94,51.8425,"F06",-0.0892673380970868,"20141009","SKMEL5","PLX",8,625
6,"F",71,76.1086,"F06",-0.494109070270042,"20141009","SKMEL5","PLX",8,625
6,"F",93,82.8944,"F06",-0.104697378666693,"20141009","SKMEL5","PLX",8,625
6,"F",86,94.8019,"F06",-0.217591435072626,"20141009","SKMEL5","PLX",8,625
6,"F",101,104.9081,"F06",0.0143552929770703,"20141009","SKMEL5","PLX",8,625
6,"F",118,121.6367,"F06",0.238786859587117,"20141009","SKMEL5","PLX",8,625
6,"F",151,142.8775,"F06",0.594548549550354,"20141009","SKMEL5","PLX",8,625
6,"F",158,149.7772,"F06",0.659924558402379,"20141009","SKMEL5","PLX",8,625
7,"F",103,0,"F07",0,"20141009","SKMEL5","PLX",8,625
7,"F",123,7.5144,"F07",0.256013978156021,"20141009","SKMEL5","PLX",8,625
7,"F",133,22.1128,"F07",0.368781908317971,"20141009","SKMEL5","PLX",8,625
7,"F",131,26.8775,"F07",0.346922474354232,"20141009","SKMEL5","PLX",8,625
7,"F",134,30.9675,"F07",0.379588663274554,"20141009","SKMEL5","PLX",8,625
7,"F",106,45.9317,"F07",0.0414199273799802,"20141009","SKMEL5","PLX",8,625
7,"F",102,51.8425,"F07",-0.0140751852117234,"20141009","SKMEL5","PLX",8,625
7,"F",94,76.1086,"F07",-0.131911675505581,"20141009","SKMEL5","PLX",8,625
7,"F",118,82.8944,"F07",0.196142522178623,"20141009","SKMEL5","PLX",8,625
7,"F",126,94.8019,"F07",0.290779396316698,"20141009","SKMEL5","PLX",8,625
7,"F",139,104.9081,"F07",0.432440545540289,"20141009","SKMEL5","PLX",8,625
7,"F",172,121.6367,"F07",0.739764227518879,"20141009","SKMEL5","PLX",8,625
7,"F",198,142.8775,"F07",0.942856092896391,"20141009","SKMEL5","PLX",8,625
7,"F",201,149.7772,"F07",0.964551163995711,"20141009","SKMEL5","PLX",8,625
2,"G",65,0,"G02",0,"20141009","SKMEL5","PLX",0,312
2,"G",79,7.5144,"G02",0.281412935148649,"20141009","SKMEL5","PLX",0,312
2,"G",102,22.1128,"G02",0.650057528943041,"20141009","SKMEL5","PLX",0,312
2,"G",109,26.8775,"G02",0.745816511748472,"20141009","SKMEL5","PLX",0,312
2,"G",116,30.9675,"G02",0.835613182099118,"20141009","SKMEL5","PLX",0,312
2,"G",152,45.9317,"G02",1.22555970041513,"20141009","SKMEL5","PLX",0,312
2,"G",165,51.8425,"G02",1.34395440121736,"20141009","SKMEL5","PLX",0,312
2,"G",248,76.1086,"G02",1.93182849735842,"20141009","SKMEL5","PLX",0,312
2,"G",272,82.8944,"G02",2.06509502822188,"20141009","SKMEL5","PLX",0,312
2,"G",360,94.8019,"G02",2.46948528330122,"20141009","SKMEL5","PLX",0,312
2,"G",435,104.9081,"G02",2.74250377770764,"20141009","SKMEL5","PLX",0,312
2,"G",611,121.6367,"G02",3.23266075679028,"20141009","SKMEL5","PLX",0,312
2,"G",959,142.8775,"G02",3.88301919198968,"20141009","SKMEL5","PLX",0,312
2,"G",1116,149.7772,"G02",4.10175349880073,"20141009","SKMEL5","PLX",0,312
3,"G",72,0,"G03",0,"20141009","SKMEL5","PLX",0,312
3,"G",84,7.5144,"G03",0.222392421336449,"20141009","SKMEL5","PLX",0,312
3,"G",96,22.1128,"G03",0.415037499278844,"20141009","SKMEL5","PLX",0,312
3,"G",107,26.8775,"G03",0.571541984958835,"20141009","SKMEL5","PLX",0,312
3,"G",114,30.9675,"G03",0.662965012722429,"20141009","SKMEL5","PLX",0,312
3,"G",148,45.9317,"G03",1.03952836418664,"20141009","SKMEL5","PLX",0,312
3,"G",156,51.8425,"G03",1.11547721741994,"20141009","SKMEL5","PLX",0,312
3,"G",260,76.1086,"G03",1.85244281158614,"20141009","SKMEL5","PLX",0,312
3,"G",298,82.8944,"G03",2.04924351901985,"20141009","SKMEL5","PLX",0,312
3,"G",387,94.8019,"G03",2.4262647547021,"20141009","SKMEL5","PLX",0,312
3,"G",444,104.9081,"G03",2.62449086490779,"20141009","SKMEL5","PLX",0,312
3,"G",621,121.6367,"G03",3.10852445677817,"20141009","SKMEL5","PLX",0,312
3,"G",1014,142.8775,"G03",3.81591693556103,"20141009","SKMEL5","PLX",0,312
3,"G",1186,149.7772,"G03",4.04196329310369,"20141009","SKMEL5","PLX",0,312
4,"G",51,0,"G04",0,"20141009","SKMEL5","PLX",8,312
4,"G",79,7.5144,"G04",0.631355406205608,"20141009","SKMEL5","PLX",8,312
4,"G",88,22.1128,"G04",0.787006276665802,"20141009","SKMEL5","PLX",8,312
4,"G",88,26.8775,"G04",0.787006276665802,"20141009","SKMEL5","PLX",8,312
4,"G",86,30.9675,"G04",0.753839412730603,"20141009","SKMEL5","PLX",8,312
4,"G",72,45.9317,"G04",0.497499659470817,"20141009","SKMEL5","PLX",8,312
4,"G",78,51.8425,"G04",0.612976876890754,"20141009","SKMEL5","PLX",8,312
4,"G",70,76.1086,"G04",0.456857674973471,"20141009","SKMEL5","PLX",8,312
4,"G",72,82.8944,"G04",0.497499659470817,"20141009","SKMEL5","PLX",8,312
4,"G",70,94.8019,"G04",0.456857674973471,"20141009","SKMEL5","PLX",8,312
4,"G",75,104.9081,"G04",0.556393348524385,"20141009","SKMEL5","PLX",8,312
4,"G",81,121.6367,"G04",0.667424660913129,"20141009","SKMEL5","PLX",8,312
4,"G",100,142.8775,"G04",0.971430847803229,"20141009","SKMEL5","PLX",8,312
4,"G",92,149.7772,"G04",0.851136614085518,"20141009","SKMEL5","PLX",8,312
5,"G",33,0,"G05",0,"20141009","SKMEL5","PLX",8,312
5,"G",44,7.5144,"G05",0.415037499278844,"20141009","SKMEL5","PLX",8,312
5,"G",60,22.1128,"G05",0.862496476250065,"20141009","SKMEL5","PLX",8,312
5,"G",57,26.8775,"G05",0.788495894806288,"20141009","SKMEL5","PLX",8,312
5,"G",50,30.9675,"G05",0.599462070416271,"20141009","SKMEL5","PLX",8,312
5,"G",49,45.9317,"G05",0.570315724756755,"20141009","SKMEL5","PLX",8,312
5,"G",45,51.8425,"G05",0.447458976971221,"20141009","SKMEL5","PLX",8,312
5,"G",31,76.1086,"G05",-0.0901978089715785,"20141009","SKMEL5","PLX",8,312
5,"G",50,82.8944,"G05",0.599462070416271,"20141009","SKMEL5","PLX",8,312
5,"G",45,94.8019,"G05",0.447458976971221,"20141009","SKMEL5","PLX",8,312
5,"G",48,104.9081,"G05",0.540568381362703,"20141009","SKMEL5","PLX",8,312
5,"G",53,121.6367,"G05",0.683526335204745,"20141009","SKMEL5","PLX",8,312
5,"G",57,142.8775,"G05",0.788495894806288,"20141009","SKMEL5","PLX",8,312
5,"G",51,149.7772,"G05",0.628031222613042,"20141009","SKMEL5","PLX",8,312
6,"G",52,0,"G06",0,"20141009","SKMEL5","PLX",8,312
6,"G",67,7.5144,"G06",0.36564947231668,"20141009","SKMEL5","PLX",8,312
6,"G",70,22.1128,"G06",0.428843298803875,"20141009","SKMEL5","PLX",8,312
6,"G",72,26.8775,"G06",0.46948528330122,"20141009","SKMEL5","PLX",8,312
6,"G",72,30.9675,"G06",0.46948528330122,"20141009","SKMEL5","PLX",8,312
6,"G",54,45.9317,"G06",0.0544477840223765,"20141009","SKMEL5","PLX",8,312
6,"G",49,51.8425,"G06",-0.0857298740258834,"20141009","SKMEL5","PLX",8,312
6,"G",38,76.1086,"G06",-0.452512204697507,"20141009","SKMEL5","PLX",8,312
6,"G",49,82.8944,"G06",-0.0857298740258834,"20141009","SKMEL5","PLX",8,312
6,"G",48,94.8019,"G06",-0.115477217419936,"20141009","SKMEL5","PLX",8,312
6,"G",53,104.9081,"G06",0.027480736422107,"20141009","SKMEL5","PLX",8,312
6,"G",63,121.6367,"G06",0.276840205358825,"20141009","SKMEL5","PLX",8,312
6,"G",79,142.8775,"G06",0.603341030036011,"20141009","SKMEL5","PLX",8,312
6,"G",76,149.7772,"G06",0.547487795302493,"20141009","SKMEL5","PLX",8,312
7,"G",39,0,"G07",0,"20141009","SKMEL5","PLX",8,312
7,"G",44,7.5144,"G07",0.174029399775049,"20141009","SKMEL5","PLX",8,312
7,"G",52,22.1128,"G07",0.415037499278843,"20141009","SKMEL5","PLX",8,312
7,"G",50,26.8775,"G07",0.358453970912476,"20141009","SKMEL5","PLX",8,312
7,"G",51,30.9675,"G07",0.387023123109246,"20141009","SKMEL5","PLX",8,312
7,"G",46,45.9317,"G07",0.238159737194764,"20141009","SKMEL5","PLX",8,312
7,"G",41,51.8425,"G07",0.0721497857558351,"20141009","SKMEL5","PLX",8,312
7,"G",31,76.1086,"G07",-0.331205908475374,"20141009","SKMEL5","PLX",8,312
7,"G",40,82.8944,"G07",0.0365258760251139,"20141009","SKMEL5","PLX",8,312
7,"G",45,94.8019,"G07",0.206450877467426,"20141009","SKMEL5","PLX",8,312
7,"G",41,104.9081,"G07",0.0721497857558351,"20141009","SKMEL5","PLX",8,312
7,"G",56,121.6367,"G07",0.521952703195355,"20141009","SKMEL5","PLX",8,312
7,"G",78,142.8775,"G07",1,"20141009","SKMEL5","PLX",8,312
7,"G",78,149.7772,"G07",1,"20141009","SKMEL5","PLX",8,312
